Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Adult Social Care,Supporting People Payments,20.03.2018,5100967907,"£27,734.63",Manchester Womens Aid
Manchester City Council,Adult Social Care,Supporting People Payments,20.03.2018,5100967967,"£23,028.50",Sanctuary Housing Association
Manchester City Council,Adult Social Care,Supporting People Payments,20.03.2018,5100967907,"£12,800.44",Manchester Womens Aid
Manchester City Council,Adult Social Care,Supporting People Payments,20.03.2018,5100967834,"£4,592.16",People First Housing Association
Manchester City Council,Adult Social Care,Supporting People Payments,20.03.2018,5100967884,£991.66,Manchester Settlement
Manchester City Council,Adult Social Care,Day Care Payments,20.03.2018,5100967867,£798.00,Wisemaster Builders Childcare Ltd
Manchester City Council,Adult Social Care,Personal needs of client,20.03.2018,5100967826,£500.00,Hemingways Marketing Services Ltd
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,20.03.2018,5100964807,£792.00,Transport for Greater Manchester
Manchester City Council,Corporate Services,Furniture,20.03.2018,5100967988,"£2,170.52",Egan Reid Stationery Co Ltd
Manchester City Council,Corporate Services,Building Materials for direct delivery,20.03.2018,5100967755,"£1,700.00",Canford Audio Plc
Manchester City Council,Corporate Services,Professional fees,20.03.2018,5100965771,"£6,480.00",Turner & Townsend Project
Manchester City Council,Corporate Services,Professional fees,20.03.2018,5100967888,"£6,380.34",Turner & Townsend Cost
Manchester City Council,Corporate Services,Professional fees,20.03.2018,5100967567,£800.00,Watts Group Limited
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978805,"£3,000.00",Tree Of Life Centre Wythenshawe
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978797,"£3,000.00",Loreto High School
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978799,"£3,000.00",Manchester Health Academy
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978798,"£3,000.00",Manchester Enterprise Academy
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978806,"£3,000.00",Trinity CE High School Academy
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978808,"£3,000.00",Briscoe Lane Academy
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978802,"£3,000.00",Chorlton High School
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978809,"£3,000.00",St Anthony's RC Primary School Acad
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978795,"£3,000.00",Crossacres Primary Academy
Manchester City Council,Corporate Services,Charges for Services,20.03.2018,1905978796,"£3,000.00",Whalley Range 11-18 High School
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20.03.2018,5100967549,"£145,000.00",Purcell Miller Tritton LLP
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20.03.2018,5100967602,"£84,850.00",Ove Arup & Partners Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20.03.2018,5100967685,"£42,095.45",Faithful & Gould Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20.03.2018,5100967705,"£40,840.00",Mace Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20.03.2018,5100967656,"£26,003.50",Ramboll UK Limited
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20.03.2018,5100967694,"£21,434.00",Mace Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20.03.2018,5100967673,"£7,249.91",Planit
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20.03.2018,5100967649,"£5,133.00",Ove Arup & Partners Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,20.03.2018,5100967624,"£4,357.50",Ove Arup & Partners Ltd
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,20.03.2018,5100967813,"£5,780.54",ISG Construction Limited
Manchester City Council,Housing Revenue Account,Rent Refund,20.03.2018,1905978790,"£5,394.65",Redacted Personal Information
Manchester City Council,Housing Revenue Account,Rent Refund,20.03.2018,1905978834,"£3,130.82",Redacted Personal Information
Manchester City Council,Housing Revenue Account,Rent Refund,20.03.2018,1905978792,£780.62,Redacted Personal Information
Manchester City Council,Housing Revenue Account,Rent Refund,20.03.2018,1905978793,£667.76,Redacted Personal Information
Manchester City Council,Housing Revenue Account,I T Provision,20.03.2018,5100966805,"£5,003.00",Omfax Systems Ltd
Manchester City Council,Housing Revenue Account,I T Provision,20.03.2018,5100965344,"£1,770.00",Aareon UK Ltd
Manchester City Council,Housing Revenue Account,I T Provision,20.03.2018,5100965348,"£1,770.00",Aareon UK Ltd
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,20.03.2018,5100966805,"£1,277.00",Omfax Systems Ltd
Manchester City Council,Chief Executives,Agency staff provision,20.03.2018,5100967772,"£15,840.00",Penna PLC
Manchester City Council,Chief Executives,Agency staff provision,20.03.2018,5100967777,"£4,190.00",Medicare First
Manchester City Council,Chief Executives,Agency staff provision,20.03.2018,5100967558,"£1,504.80",Redacted Personal Information
Manchester City Council,Chief Executives,Vehicle Hire Costs,20.03.2018,5100967962,£956.00,CD Chauffeur Hire
Manchester City Council,Chief Executives,Equipment,20.03.2018,5100967787,"£10,818.81",Universal Live
Manchester City Council,Chief Executives,Equipment,20.03.2018,5100967765,£943.05,Xerox (Uk) Ltd
Manchester City Council,Chief Executives,Payments to Sub-Contractors,20.03.2018,5100967838,£615.96,Redacted Personal Information
Manchester City Council,Chief Executives,Hire of Equipment,20.03.2018,5100967789,"£1,886.32",Universal Live
Manchester City Council,Chief Executives,Printing,20.03.2018,5100967565,"£9,968.80",Xerox (Uk) Ltd
Manchester City Council,Chief Executives,Printing,20.03.2018,5100967566,"-£1,298.32",Xerox (Uk) Ltd
Manchester City Council,Chief Executives,Printing,20.03.2018,5100967568,"-£1,420.45",Xerox (Uk) Ltd
Manchester City Council,Chief Executives,Publications,20.03.2018,5100967553,"£2,850.00",Lexis Nexis Uk
Manchester City Council,Chief Executives,General Office expenses,20.03.2018,5100968057,£735.00,Egan Reid Stationery Co Ltd
Manchester City Council,Chief Executives,Professional fees,20.03.2018,5100967911,"£10,914.00",Gatenby Sanderson
Manchester City Council,Chief Executives,Professional fees,20.03.2018,5100967832,"£7,456.02",Proventure Consulting
Manchester City Council,Chief Executives,Professional fees,20.03.2018,5100967935,"£3,000.00",Gatenby Sanderson
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,20.03.2018,5100955815,"£9,000.00",Buro Happold Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,20.03.2018,5100952431,"£7,400.00",Buro Happold Limited
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,20.03.2018,5100960347,"£6,100.00",Buro Happold Limited
Manchester City Council,Chief Executives,Compensation Payments,20.03.2018,1905977637,£617.06,Target Psychology Ltd
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,20.03.2018,5100959807,"£1,543.20",Airborne Environmental Consultants
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,20.03.2018,5100967752,"-£1,543.20",Airborne Environmental Consultants
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,20.03.2018,5100967810,"£16,786.14",ISG Construction Limited
Manchester City Council,Regeneration Finance,Furniture,20.03.2018,5100967974,"£53,745.00",Egan Reid Stationery Co Ltd
Manchester City Council,Regeneration Finance,Furniture,20.03.2018,5100967975,"£53,745.00",Egan Reid Stationery Co Ltd
Manchester City Council,Regeneration Finance,Furniture,20.03.2018,5100967809,"£4,719.05",Egan Reid Stationery Co Ltd
Manchester City Council,Regeneration Finance,Furniture,20.03.2018,5100967993,"£2,382.00",Egan Reid Stationery Co Ltd
Manchester City Council,Regeneration Finance,Furniture,20.03.2018,5100967799,"£1,379.90",Egan Reid Stationery Co Ltd
Manchester City Council,Regeneration Finance,Furniture,20.03.2018,5100968055,"£1,134.00",Egan Reid Stationery Co Ltd
Manchester City Council,Regeneration Finance,Furniture,20.03.2018,5100968053,£590.30,Egan Reid Stationery Co Ltd
Manchester City Council,Regeneration Finance,Furniture,20.03.2018,5100968060,£534.00,Egan Reid Stationery Co Ltd
Manchester City Council,Regeneration Finance,General Office expenses,20.03.2018,5100967608,"£3,994.70",Ove Arup & Partners Ltd
Manchester City Council,Regeneration Finance,General Office expenses,20.03.2018,5100967549,£800.99,Purcell Miller Tritton LLP
Manchester City Council,Regeneration Finance,Professional fees,20.03.2018,5100967539,"£3,915.46",AA Projects Ltd
Manchester City Council,Regeneration Finance,Removal and Storage of Furniture,20.03.2018,5100967801,"£2,028.00",Egan Reid Stationery Co Ltd
Manchester City Council,Regeneration Finance,Legal Fees,20.03.2018,1905968398,"£1,260.40",Pinsent Masons LLP
Manchester City Council,Highways Services,Professional fees,20.03.2018,5100967529,"£34,981.00",Jacobs UK Ltd
Manchester City Council,Highways Services,Professional fees,20.03.2018,5100967955,"£14,700.00",Ove Arup & Partners Ltd
Manchester City Council,Highways Services,Compensation Payments,20.03.2018,1905975947,"£3,250.00",Treadstone Law Solicitors
Manchester City Council,Highways Services,Compensation Payments,20.03.2018,1905966058,"£2,618.45",Virgin Media
Manchester City Council,Highways Services,Purchase of stores for re-distribution,20.03.2018,5100967929,£769.62,P.F. Cusack (Tools Supplies) Ltd
Manchester City Council,Highways Services,Compensation Payments,20.03.2018,1905975947,"£6,800.55",Treadstone Law Solicitors
Manchester City Council,Insurance Fund,Insurance,20.03.2018,1905978838,"£3,718.46",Wilbraham Primary School
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,20.03.2018,5100967788,"£12,385.00",GMCA
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,20.03.2018,5100967874,"£12,385.00",GMCA
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,20.03.2018,5100967790,"-£12,385.00",GMCA
Manchester City Council,Manchester Leisure,Agency staff provision,21.03.2018,5100968112,"£1,105.13",Manchester Art Gallery Trust
Manchester City Council,Manchester Leisure,Agency staff provision,21.03.2018,5100968113,"£1,105.13",Manchester Art Gallery Trust
Manchester City Council,Manchester Leisure,Equipment,21.03.2018,5100968146,"£1,395.00",Contact Photographic Services Ltd
Manchester City Council,Manchester Leisure,Hire of Equipment,21.03.2018,5100968107,"£3,000.00",Network Audio
Manchester City Council,Manchester Leisure,Training and Development,21.03.2018,5100968072,"£1,030.00",Trinity College London
Manchester City Council,Manchester Leisure,Training and Development,21.03.2018,5100968074,£800.00,Trinity College London
Manchester City Council,Manchester Leisure,Professional fees,21.03.2018,5100966764,"£2,952.50",Carol Bartram Associates Ltd
Manchester City Council,Manchester Leisure,Professional fees,21.03.2018,5100968081,"£2,885.00",Land Use Consultants
Manchester City Council,Manchester Leisure,Professional fees,21.03.2018,5100968093,"£1,000.00",The Growth Company Limited
Manchester City Council,Manchester Leisure,Professional fees,21.03.2018,5100968300,£950.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,21.03.2018,1905975921,£775.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,21.03.2018,5100968342,"£2,000.00",Wythenshawe Amateurs F C
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,21.03.2018,5100968341,"£1,498.00",Wythenshawe Amateurs F C
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,21.03.2018,5100968344,£592.00,Barlow Moor Community Association
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,21.03.2018,5100968347,£560.00,Healthy Me Healthy Communities
Manchester City Council,Manchester Leisure,Special Events,21.03.2018,1905978791,"£1,534.70",Resolution Foundation
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,21.03.2018,5100968305,"£2,420.00",Chapter 1
Manchester City Council,Manchester Leisure,Payments for services,21.03.2018,5100962136,£500.00,Wythenshawe Forum Trust Ltd
Manchester City Council,Manchester Leisure,Payments for services,21.03.2018,5100968079,-£500.00,Wythenshawe Forum Trust Ltd
